Treatment,Level,Replicate,Time,Frame,Side,Bees,Surface cm2,Beespercm2,Brood,Surface cm2,Broodpercm2,,#of Bees,,
Flow,Low,2,2,7,A,0.25,141.25,196.3375,0.1,56.5,209.05,,196.3375,,
Flow,Low,2,2,7,B,0.2,113,157.07,0.25,141.25,522.625,,157.07,,
Flow,Low,2,2,8,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,8,B,0.25,141.25,196.3375,0.1,56.5,209.05,,196.3375,,
Flow,Low,2,2,9,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,9,B,0.25,141.25,196.3375,0,0,0,,196.3375,,
Flow,Low,2,2,10,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,10,B,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,1,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,1,B,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,2,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,2,B,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,3,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,3,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,4,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,4,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,5,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,2,2,5,B,0.1,56.5,78.535,0,0,0,,78.535,,
Flow,Low,2,2,6,A,0.25,141.25,196.3375,0.3,169.5,627.15,,196.3375,,
Flow,Low,2,2,6,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Flow,Low,2,2,7,A,0.25,141.25,196.3375,0.2,113,418.1,,196.3375,,
Flow,Low,2,2,7,B,0.2,113,157.07,0.15,84.75,313.575,,157.07,,
Flow,Low,2,2,8,A,0.2,113,157.07,0.1,56.5,209.05,,157.07,,
Flow,Low,2,2,8,B,0.2,113,157.07,0.1,56.5,209.05,,157.07,,
Flow,Low,2,2,9,A,0.25,141.25,196.3375,0,0,0,,196.3375,,
Flow,Low,2,2,9,B,0.25,141.25,196.3375,0,0,0,,196.3375,,
Flow,Low,2,2,10,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,2,2,10,B,0.2,113,157.07,0,0,0,,157.07,total:,8795.92
Flow,Low,3,2,1,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,3,2,1,B,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,3,2,2,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,3,2,2,B,0.2,113,157.07,0.05,28.25,104.525,,157.07,,
Flow,Low,3,2,3,A,0.25,141.25,196.3375,0.15,84.75,313.575,,196.3375,,
Flow,Low,3,2,3,B,0.2,113,157.07,0.15,84.75,313.575,,157.07,,
Flow,Low,3,2,4,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,3,2,4,B,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,3,2,5,A,0.3,169.5,235.605,0,0,0,,235.605,,
Flow,Low,3,2,5,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,3,2,6,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,3,2,6,B,0.1,56.5,78.535,0,0,0,,78.535,,
Flow,Low,3,2,7,A,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Flow,Low,3,2,7,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Flow,Low,3,2,8,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,3,2,8,B,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,3,2,9,A,0.25,141.25,196.3375,0.4,226,836.2,,196.3375,,
Flow,Low,3,2,9,B,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Flow,Low,3,2,10,A,0.25,141.25,196.3375,0,0,0,,196.3375,,
Flow,Low,3,2,10,B,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,3,2,1,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,3,2,1,B,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,3,2,2,A,0.15,84.75,117.8025,0.05,28.25,104.525,,117.8025,,
Flow,Low,3,2,2,B,0.15,84.75,117.8025,0.05,28.25,104.525,,117.8025,,
Flow,Low,3,2,3,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Flow,Low,3,2,3,B,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Flow,Low,3,2,4,A,0.25,141.25,196.3375,0.3,169.5,627.15,,196.3375,,
Flow,Low,3,2,4,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Flow,Low,3,2,5,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Flow,Low,3,2,5,B,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Flow,Low,3,2,6,A,0.15,84.75,117.8025,0.25,141.25,522.625,,117.8025,,
Flow,Low,3,2,6,B,0.2,113,157.07,0.25,141.25,522.625,,157.07,,
Flow,Low,3,2,7,A,0.25,141.25,196.3375,0.45,254.25,940.725,,196.3375,,
Flow,Low,3,2,7,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Flow,Low,3,2,8,A,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Flow,Low,3,2,8,B,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Flow,Low,3,2,9,A,0.1,56.5,78.535,0,0,0,,78.535,,
Flow,Low,3,2,9,B,0.1,56.5,78.535,0,0,0,,78.535,,
Flow,Low,3,2,10,A,0.2,113,157.07,0,0,0,,157.07,,
Flow,Low,3,2,10,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,3,2,1,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,3,2,1,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Flow,Low,3,2,2,A,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Flow,Low,3,2,2,B,0.1,56.5,78.535,0.25,141.25,522.625,,78.535,,
Flow,Low,3,2,3,A,0.25,141.25,196.3375,0.3,169.5,627.15,,196.3375,,
Flow,Low,3,2,3,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Flow,Low,3,2,4,A,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Flow,Low,3,2,4,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Flow,Low,3,2,5,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Flow,Low,3,2,5,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Flow,Low,3,2,6,A,0.2,113,157.07,0.25,141.25,522.625,,157.07,,
Flow,Low,3,2,6,B,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Flow,Low,3,2,7,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Flow,Low,3,2,7,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Flow,Low,3,2,8,A,0.35,197.75,274.8725,0.4,226,836.2,,274.8725,,
Flow,Low,3,2,8,B,0.25,141.25,196.3375,0.45,254.25,940.725,,196.3375,,
Flow,Low,3,2,9,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Flow,Low,3,2,9,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Flow,Low,3,2,10,A,0.1,56.5,78.535,0,0,0,,78.535,,
Flow,Low,3,2,10,B,0.15,84.75,117.8025,0,0,0,,117.8025,total:,8992.2575
Fmed,Med,1,2,1,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fmed,Med,1,2,1,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,1,2,2,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fmed,Med,1,2,2,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,1,2,3,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fmed,Med,1,2,3,B,0.2,113,157.07,0.2,113,418.1,,157.07,,
Fmed,Med,1,2,4,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,1,2,4,B,0.3,169.5,235.605,0.45,254.25,940.725,,235.605,,
Fmed,Med,1,2,5,A,0.25,141.25,196.3375,0.35,197.75,731.675,,196.3375,,
Fmed,Med,1,2,5,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,1,2,6,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,1,2,6,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,1,2,7,A,0.25,141.25,196.3375,0.4,226,836.2,,196.3375,,
Fmed,Med,1,2,7,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,1,2,8,A,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Fmed,Med,1,2,8,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,1,2,9,A,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,1,2,9,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,1,2,10,A,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,1,2,10,B,0.25,141.25,196.3375,0.2,113,418.1,,196.3375,,
Fmed,Med,1,2,1,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fmed,Med,1,2,1,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,1,2,2,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,1,2,2,B,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Fmed,Med,1,2,3,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Fmed,Med,1,2,3,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Fmed,Med,1,2,4,A,0.25,141.25,196.3375,0.45,254.25,940.725,,196.3375,,
Fmed,Med,1,2,4,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fmed,Med,1,2,5,A,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Fmed,Med,1,2,5,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,1,2,6,A,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Fmed,Med,1,2,6,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Fmed,Med,1,2,7,A,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Fmed,Med,1,2,7,B,0.25,141.25,196.3375,0.45,254.25,940.725,,196.3375,,
Fmed,Med,1,2,8,A,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Fmed,Med,1,2,8,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,1,2,9,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Fmed,Med,1,2,9,B,0.3,169.5,235.605,0.2,113,418.1,,235.605,,
Fmed,Med,1,2,10,A,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,1,2,10,B,0.35,197.75,274.8725,0,0,0,,274.8725,,
Fmed,Med,1,2,1,A,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,1,2,1,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,1,2,2,A,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Fmed,Med,1,2,2,B,0.2,113,157.07,0.2,113,418.1,,157.07,,
Fmed,Med,1,2,3,A,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Fmed,Med,1,2,3,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,1,2,4,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Fmed,Med,1,2,4,B,0.2,113,157.07,0.25,141.25,522.625,,157.07,,
Fmed,Med,1,2,5,A,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Fmed,Med,1,2,5,B,0.2,113,157.07,0.5,282.5,1045.25,,157.07,,
Fmed,Med,1,2,6,A,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Fmed,Med,1,2,6,B,0.25,141.25,196.3375,0.35,197.75,731.675,,196.3375,,
Fmed,Med,1,2,7,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,1,2,7,B,0.35,197.75,274.8725,0.4,226,836.2,,274.8725,,
Fmed,Med,1,2,8,A,0.2,113,157.07,0.1,56.5,209.05,,157.07,,
Fmed,Med,1,2,8,B,0.2,113,157.07,0.25,141.25,522.625,,157.07,,
Fmed,Med,1,2,9,A,0.25,141.25,196.3375,0,0,0,,196.3375,,
Fmed,Med,1,2,9,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,1,2,10,A,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,1,2,10,B,0.2,113,157.07,0,0,0,,157.07,total:,9856.1425
Fmed,Med,2,2,1,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Fmed,Med,2,2,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Fmed,Med,2,2,2,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Fmed,Med,2,2,2,B,0,0,0,0,0,0,,0,,
Fmed,Med,2,2,3,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Fmed,Med,2,2,3,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Fmed,Med,2,2,4,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fmed,Med,2,2,4,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Fmed,Med,2,2,5,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fmed,Med,2,2,5,B,0.1,56.5,78.535,0.3,169.5,627.15,,78.535,,
Fmed,Med,2,2,6,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Fmed,Med,2,2,6,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,2,2,7,A,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Fmed,Med,2,2,7,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Fmed,Med,2,2,8,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,2,2,8,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Fmed,Med,2,2,9,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Fmed,Med,2,2,9,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,2,2,10,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fmed,Med,2,2,10,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,2,2,1,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Fmed,Med,2,2,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Fmed,Med,2,2,2,A,0.05,28.25,39.2675,0,0,0,,39.2675,,
Fmed,Med,2,2,2,B,0,0,0,0,0,0,,0,,
Fmed,Med,2,2,3,A,0.1,56.5,78.535,0,0,0,,78.535,,
Fmed,Med,2,2,3,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Fmed,Med,2,2,4,A,0.1,56.5,78.535,0,0,0,,78.535,,
Fmed,Med,2,2,4,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fmed,Med,2,2,5,A,0.1,56.5,78.535,0.15,84.75,313.575,,78.535,,
Fmed,Med,2,2,5,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Fmed,Med,2,2,6,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Fmed,Med,2,2,6,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,2,2,7,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,2,2,7,B,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Fmed,Med,2,2,8,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Fmed,Med,2,2,8,B,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Fmed,Med,2,2,9,A,0.15,84.75,117.8025,0.45,254.25,940.725,,117.8025,,
Fmed,Med,2,2,9,B,0.1,56.5,78.535,0.3,169.5,627.15,,78.535,,
Fmed,Med,2,2,10,A,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,2,2,10,B,0.2,113,157.07,0,0,0,,157.07,total:,3926.75
Fmed,Med,3,2,1,A,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,1,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,2,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fmed,Med,3,2,2,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,3,A,0.25,141.25,196.3375,0,0,0,,196.3375,,
Fmed,Med,3,2,3,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,4,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Fmed,Med,3,2,4,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Fmed,Med,3,2,5,A,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Fmed,Med,3,2,5,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,3,2,6,A,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Fmed,Med,3,2,6,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Fmed,Med,3,2,7,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Fmed,Med,3,2,7,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,3,2,8,A,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,8,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,9,A,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,9,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,10,A,0.3,169.5,235.605,0,0,0,,235.605,,
Fmed,Med,3,2,10,B,0.3,169.5,235.605,0,0,0,,235.605,,
Fmed,Med,3,2,1,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fmed,Med,3,2,1,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,2,A,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,2,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,3,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Fmed,Med,3,2,3,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,4,A,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Fmed,Med,3,2,4,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Fmed,Med,3,2,5,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fmed,Med,3,2,5,B,0.2,113,157.07,0.2,113,418.1,,157.07,,
Fmed,Med,3,2,6,A,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Fmed,Med,3,2,6,B,0.25,141.25,196.3375,0.4,226,836.2,,196.3375,,
Fmed,Med,3,2,7,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Fmed,Med,3,2,7,B,0.2,113,157.07,0.15,84.75,313.575,,157.07,,
Fmed,Med,3,2,8,A,0.25,141.25,196.3375,0.35,197.75,731.675,,196.3375,,
Fmed,Med,3,2,8,B,0.3,169.5,235.605,0.4,226,836.2,,235.605,,
Fmed,Med,3,2,9,A,0.3,169.5,235.605,0.2,113,418.1,,235.605,,
Fmed,Med,3,2,9,B,0.25,141.25,196.3375,0.4,226,836.2,,196.3375,,
Fmed,Med,3,2,10,A,0.25,141.25,196.3375,0,0,0,,196.3375,,
Fmed,Med,3,2,10,B,0.25,141.25,196.3375,0,0,0,,196.3375,,
Fmed,Med,3,2,1,A,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,1,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,2,A,0.25,141.25,196.3375,0.3,169.5,627.15,,196.3375,,
Fmed,Med,3,2,2,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Fmed,Med,3,2,3,A,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,3,B,0.2,113,157.07,0,0,0,,157.07,,
Fmed,Med,3,2,4,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fmed,Med,3,2,4,B,0.1,56.5,78.535,0,0,0,,78.535,,
Fmed,Med,3,2,5,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Fmed,Med,3,2,5,B,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Fmed,Med,3,2,6,A,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Fmed,Med,3,2,6,B,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Fmed,Med,3,2,7,A,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Fmed,Med,3,2,7,B,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Fmed,Med,3,2,8,A,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Fmed,Med,3,2,8,B,0.2,113,157.07,0.15,84.75,313.575,,157.07,,
Fmed,Med,3,2,9,A,0.2,113,157.07,0.15,84.75,313.575,,157.07,,
Fmed,Med,3,2,9,B,0.3,169.5,235.605,0.2,113,418.1,,235.605,,
Fmed,Med,3,2,10,A,0.25,141.25,196.3375,0,0,0,,196.3375,,
Fmed,Med,3,2,10,B,0.2,113,157.07,0,0,0,,157.07,total:,9502.735
Fhigh,High,1,2,1,A,0.1,56.5,78.535,0,0,0,,78.535,,
Fhigh,High,1,2,1,B,0.1,56.5,78.535,0,0,0,,78.535,,
Fhigh,High,1,2,2,A,0.1,56.5,78.535,0,0,0,,78.535,,
Fhigh,High,1,2,2,B,0.2,113,157.07,0.25,141.25,522.625,,157.07,,
Fhigh,High,1,2,3,A,0.25,141.25,196.3375,0.35,197.75,731.675,,196.3375,,
Fhigh,High,1,2,3,B,0.2,113,157.07,0.45,254.25,940.725,,157.07,,
Fhigh,High,1,2,4,A,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fhigh,High,1,2,4,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fhigh,High,1,2,5,A,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Fhigh,High,1,2,5,B,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Fhigh,High,1,2,6,A,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Fhigh,High,1,2,6,B,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Fhigh,High,1,2,7,A,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Fhigh,High,1,2,7,B,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Fhigh,High,1,2,8,A,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Fhigh,High,1,2,8,B,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Fhigh,High,1,2,9,A,0.15,84.75,117.8025,0.1,56.5,209.05,,117.8025,,
Fhigh,High,1,2,9,B,0.15,84.75,117.8025,0.1,56.5,209.05,,117.8025,,
Fhigh,High,1,2,10,A,0.1,56.5,78.535,0,0,0,,78.535,,
Fhigh,High,1,2,10,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fhigh,High,1,2,1,A,0.2,113,157.07,0,0,0,,157.07,,
Fhigh,High,1,2,1,B,0.1,56.5,78.535,0,0,0,,78.535,,
Fhigh,High,1,2,2,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fhigh,High,1,2,2,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fhigh,High,1,2,3,A,0.1,56.5,78.535,0,0,0,,78.535,,
Fhigh,High,1,2,3,B,0.1,56.5,78.535,0,0,0,,78.535,,
Fhigh,High,1,2,4,A,0.2,113,157.07,0,0,0,,157.07,,
Fhigh,High,1,2,4,B,0.1,56.5,78.535,0,0,0,,78.535,,
Fhigh,High,1,2,5,A,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Fhigh,High,1,2,5,B,0.1,56.5,78.535,0.2,113,418.1,,78.535,,
Fhigh,High,1,2,6,A,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Fhigh,High,1,2,6,B,0.2,113,157.07,0.4,226,836.2,,157.07,,
Fhigh,High,1,2,7,A,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Fhigh,High,1,2,7,B,0.2,113,157.07,0.3,169.5,627.15,,157.07,,
Fhigh,High,1,2,8,A,0.25,141.25,196.3375,0.3,169.5,627.15,,196.3375,,
Fhigh,High,1,2,8,B,0.15,84.75,117.8025,0.35,197.75,731.675,,117.8025,,
Fhigh,High,1,2,9,A,0.2,113,157.07,0.25,141.25,522.625,,157.07,,
Fhigh,High,1,2,9,B,0.2,113,157.07,0.1,56.5,209.05,,157.07,,
Fhigh,High,1,2,10,A,0.2,113,157.07,0,0,0,,157.07,,
Fhigh,High,1,2,10,B,0.3,169.5,235.605,0,0,0,,235.605,,
Fhigh,High,1,2,1,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fhigh,High,1,2,1,B,0.05,28.25,39.2675,0,0,0,,39.2675,,
Fhigh,High,1,2,2,A,0.2,113,157.07,0,0,0,,157.07,,
Fhigh,High,1,2,2,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fhigh,High,1,2,3,A,0.25,141.25,196.3375,0,0,0,,196.3375,,
Fhigh,High,1,2,3,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fhigh,High,1,2,4,A,0.2,113,157.07,0,0,0,,157.07,,
Fhigh,High,1,2,4,B,0.1,56.5,78.535,0,0,0,,78.535,,
Fhigh,High,1,2,5,A,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Fhigh,High,1,2,5,B,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Fhigh,High,1,2,6,A,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Fhigh,High,1,2,6,B,0.15,84.75,117.8025,0.4,226,836.2,,117.8025,,
Fhigh,High,1,2,7,A,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Fhigh,High,1,2,7,B,0.2,113,157.07,0.35,197.75,731.675,,157.07,,
Fhigh,High,1,2,8,A,0.1,56.5,78.535,0,0,0,,78.535,,
Fhigh,High,1,2,8,B,0.1,56.5,78.535,0.25,141.25,522.625,,78.535,,
Fhigh,High,1,2,9,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fhigh,High,1,2,9,B,0.2,113,157.07,0,0,0,,157.07,,
Fhigh,High,1,2,10,A,0.2,113,157.07,0,0,0,,157.07,,
Fhigh,High,1,2,10,B,0.15,84.75,117.8025,0,0,0,,117.8025,total:,7617.895
Fhigh,High,2,2,1,A,0.2,113,157.07,0,0,0,,157.07,,
Fhigh,High,2,2,1,B,0.1,56.5,78.535,0,0,0,,78.535,,
Fhigh,High,2,2,2,A,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fhigh,High,2,2,2,B,0.15,84.75,117.8025,0,0,0,,117.8025,,
Fhigh,High,2,2,3,A,0.2,113,157.07,0.2,113,418.1,,157.07,,
Fhigh,High,2,2,3,B,0.15,84.75,117.8025,0.3,169.5,627.15,,117.8025,,
Fhigh,High,2,2,4,A,0.1,56.5,78.535,0,0,0,,78.535,,
Fhigh,High,2,2,4,B,0.1,56.5,78.535,0,0,0,,78.535,,
Fhigh,High,2,2,5,A,0.15,84.75,117.8025,0.2,113,418.1,,117.8025,,
Fhigh,High,2,2,5,B,0.15,84.75,117.8025,0.25,141.25,522.625,,117.8025,,
Fhigh,High,2,2,6,A,0.2,113,157.07,0.1,56.5,209.05,,157.07,,
Fhigh,High,2,2,6,B,0.2,113,157.07,0.1,56.5,209.05,,157.07,,
